query,document,label
definición de agencia gobierno,"Para presentar una queja contra una agencia federal: 1 Primero, comuníquese directamente con la agencia. Vea un índice AZ de agencias federales. 2 Si no puede resolver un problema con una agencia del gobierno federal, comuníquese con la oficina del Inspector General (IG) de esa agencia.",0
¿El nombre de los programas de televisión debe estar en cursiva?,"¿Cómo puedo obtener información sobre nuevos programas de televisión y películas en Netflix? Puede seguir Netflix en Facebook, Twitter e Instagram para conocer las últimas noticias de Netflix y ver publicaciones sobre programas de televisión y películas recientemente agregados en su región. Nuestra página de Facebook aparecerá en su idioma preferido si ha iniciado sesión en Facebook. Si no ha iniciado sesión, aparecerá en el idioma principal del país en el que se encuentra.",0
¿Qué es la metodología de diseño factorial experimental?,"En estadística, un experimento factorial completo es un experimento cuyo diseño consta de dos o más factores, cada uno con valores o niveles posibles discretos, y cuyas unidades experimentales adoptan todas las combinaciones posibles de estos niveles en todos esos factores. Un diseño factorial completo también puede denominarse diseño completamente cruzado.",1
¿Se puede usar ciprofloxacina para tratar la neumonía?,"No se debe administrar ciprofloxacina si su mascota tiene una sensibilidad conocida o alergia a los antibióticos. Los perros con daños en el sistema nervioso central deben tomar ciprofloxacina con precaución, ya que puede aumentar el riesgo de convulsiones.",0
que es un cambio posquirúrgico,Visite la oficina de correos para obtener los formularios de cambio de dirección permanente. El formulario es USPS 3575. El formulario también está disponible en línea para completar. Cambiar su dirección permanente con la oficina de correos o en línea es un proceso simple (a pesar de que lo hace una organización gubernamental). El cambio de dirección permanente debe realizarse al menos dos semanas antes de la mudanza para que tenga tiempo suficiente para surtir efecto.,0
la progesterona le hará sentir náuseas durante el embarazo,"Los chihuahuas pueden tener un embarazo exitoso con tu ayuda. Tu preciosa perrita está embarazada, así que debes asegurarte de hacer todo lo posible por ella. Los chihuahuas pueden ser los perros más pequeños del mundo, pero eso no significa que no puedan tener un embarazo exitoso. Los chihuahuas pueden tener un embarazo exitoso con tu ayuda. Tu preciosa perrita está embarazada, así que debes asegurarte de hacer todo lo posible por ella. Los chihuahuas pueden ser los perros más pequeños del mundo, pero eso no significa que no puedan tener un embarazo exitoso.",0
qué tipo de cáncer causa tumores en la columna vertebral que causan parálisis,"Tipos de tumores cerebrales primarios. Hay muchos tipos de tumores cerebrales primarios. Los tumores cerebrales primarios se nombran según el tipo de células o la parte del cerebro en la que comienzan. Por ejemplo, la mayoría de los tumores cerebrales primarios comienzan en las células gliales. Este tipo de tumor se llama glioma.",0
para quien juega jonathan stewart,"El corredor de los Carolina Panthers, Jonathan Stewart, cae para una carrera de anotación de 2 yardas. Jonathan Stewart toma la lectura de zona para 20 yardas. Publicado: 24 de diciembre de 2016 a las 13:46 El corredor de los Carolina Panthers, Jonathan Stewart, encuentra espacio en el lateral y corre para 20 yardas. Jonathan Stewart se libera para 34 yardas en la carrera. Publicado: 19 de diciembre de 2016 a las 11:51 p.m. El corredor de los Carolina Panthers, Jonathan Stewart, se libera para 34 yardas en la carrera.",1
que significa precaución,"Lea todas las instrucciones de seguridad y operación en el manual antes de la operación. Conserve este manual para consultarlo en el futuro. Además, guarde la caja y el material de embalaje en caso de que sea necesario devolver la unidad para su reparación. Evite el agua, la humedad y el calor. Las fuentes de energía deben ser como se describe en el manual y o marcadas en el chasis. Tenga cuidado para evitar situaciones en las que se pueda pisar o aplastar los cables de alimentación. Tenga una precaución razonable; no deje caer objetos sobre la unidad ni derrame líquido sobre ella.",0
que es una agencia de seguros independiente,"(c) Una agencia de inspección deberá notificar al director ejecutivo por escrito de la cancelación o vencimiento de cualquier póliza de seguro emitida por esa agencia para cubrir una caldera ubicada en este estado, y deberá incluir en el aviso el motivo de la cancelación o vencimiento.",0
¿Cuánto dura una batería de ciclo profundo?,"Las baterías de ciclo profundo deben cargarse después de cada descarga de más del 50% de la capacidad nominal de las baterías y o después de un almacenamiento prolongado de 30 días o más. Riego insuficiente: en el ciclo profundo, las baterías de plomo ácido se pierden agua durante el proceso de carga. Si el nivel de electrolito cae por debajo de la parte superior de las placas, pueden ocurrir daños irreparables.",0
¿Para qué se utilizan los símbolos químicos?,Tabla de números romanos 1100. Aquí hay una tabla de lo que significa cada número romano. El sistema se basa en siete símbolos diferentes. ¡Estos símbolos se pueden usar para escribir cualquier número del 1 al 3999! A continuación se muestran los números del 1 al 100. Hay una tabla de lo que significa cada número romano. El sistema se basa en siete símbolos diferentes. ¡Estos símbolos se pueden usar para escribir cualquier número del 1 al 3999! A continuación se muestran los números del 1 al 100.,0
"en qué condado es bluefield, wv","40 opiniones de Family Affair Catering Love, love this place !!!! Cada vez que voy a Family Affair, pruebo algo diferente, y todo en el menú siempre es genial. Esta vez conseguí las pepitas de bagre, WV Mac y queso, y algo a la parrilla",0
cuánto tiempo asar el salmón,"Asar salmón a la parrilla en su parrilla George Foreman es muy fácil y se puede hacer con un mínimo de ingredientes. Un filete de salmón básico debe tener aproximadamente 4 oz y 34 de grosor. Si no tiene aceite en aerosol, una ligera brocha de aceite de oliva será suficiente. hacer. Aunque Foreman Grill es antiadherente, el pescado puede volverse muy pegajoso, por lo que el aerosol o el aceite facilitarán mucho la cocción y la limpieza. Unte ambos lados de los filetes de salmón con aceite de oliva y exprima un poco de limón fresco justo antes de cocinarlos.",0
sinónimos de salient,"¿Qué es la biomedicina? Así como existen diferentes tipos de fe, credos, castas y religiones, igualmente existen diversas ramas y tratamientos diversificados en el mundo de la medicina. Cada uno tiene sus propias características destacadas, desventajas y potencial de crecimiento. Cada médico intenta seguir su pathy y adherirse estrictamente a los tratamientos de acuerdo con las normas.",0
¿Cómo se llama la pared de una cavidad corporal?,"La membrana serosa que recubre la pared de una cavidad serosa se denomina parietal mientras que la que recubre. vísceras se llama visceral. La conexión de la membrana serosa se extiende entre los componentes parietal y visceral. Las membranas serosas son: Peritoneo la cavidad peritoneal se encuentra dentro de las cavidades corporales abdominal y pélvica. Conectando formas de peritoneo: mesenterio. ligamento. Pleura , dos cavidades pleurales (separadas por el mediastino) se encuentran dentro de la cavidad torácica. La pleura parietal se subdivide a su vez en:",0
el caso de obergefell contra hodges,"5. Abra la caja de la computadora. Abra ambos lados de la caja de la computadora quitando los tornillos en la parte posterior de la torre y deslizando los paneles hacia afuera. Algunas carcasas de computadora no usan tornillos. Si su caja es una caja sin tornillos, deberá encontrar el pestillo o botón que libera las puertas o los paneles.",0
el corazón es una bomba muscular hueca en forma de ____________ dentro de la cavidad ____________,"Corazón: El corazón es una bomba muscular hueca, en forma de cono, dentro de la cavidad _torácica_____. El corazón adulto promedio mide __14_____ cm de largo y _____9______ cm de ancho. El corazón se encuentra en el ___mediastino_____ debajo del esternón; su vértice se extiende hasta el ___ quinto_ espacio intercostal. En la base del corazón, la capa interna se pliega hacia atrás para convertirse en el pericardio _parietal___ que recubre el. capa exterior resistente. Entre los dos pericardios hay un espacio potencial llamado cavidad __pericárdica_ y lleno de fluido _seroso.",1
que es la colitis,"La colitis ulcerosa (Colitis ulcerosa, CU) es una forma de enfermedad inflamatoria intestinal (EII) que causa inflamación y úlceras en el colon. La enfermedad es un tipo de colitis, que es un grupo de enfermedades que causan inflamación del colon, la más grande sección del intestino grueso, ya sea en segmentos o completamente. La enfermedad más común que imita los síntomas de la colitis ulcerosa es la enfermedad de Crohn, ya que ambas son enfermedades inflamatorias del intestino que pueden afectar el colon con síntomas similares. Es importante diferenciar estas enfermedades, ya que el curso de las enfermedades y los tratamientos pueden ser diferentes.",1
